unit_id,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,sensor_2_diff,sensor_2_rolling_mean,sensor_2_rolling_std,sensor_3_diff,sensor_3_rolling_mean,sensor_3_rolling_std,sensor_4_diff,sensor_4_rolling_mean,sensor_4_rolling_std,sensor_6_diff,sensor_6_rolling_mean,sensor_6_rolling_std,sensor_7_diff,sensor_7_rolling_mean,sensor_7_rolling_std,sensor_8_diff,sensor_8_rolling_mean,sensor_8_rolling_std,sensor_9_diff,sensor_9_rolling_mean,sensor_9_rolling_std,sensor_11_diff,sensor_11_rolling_mean,sensor_11_rolling_std,sensor_12_diff,sensor_12_rolling_mean,sensor_12_rolling_std,sensor_13_diff,sensor_13_rolling_mean,sensor_13_rolling_std,sensor_14_diff,sensor_14_rolling_mean,sensor_14_rolling_std,sensor_15_diff,sensor_15_rolling_mean,sensor_15_rolling_std,sensor_17_diff,sensor_17_rolling_mean,sensor_17_rolling_std,sensor_20_diff,sensor_20_rolling_mean,sensor_20_rolling_std,sensor_21_diff,sensor_21_rolling_mean,sensor_21_rolling_std
1,1,-0.0007,-0.0004,100.0,518.67,641.82,1589.7,1400.6,14.62,21.61,554.36,2388.06,9046.19,1.3,47.47,521.66,2388.02,8138.62,8.4195,0.03,392,2388,100.0,39.06,23.419,191,0.0,641.82,0.0,0.0,1589.7,0.0,0.0,1400.6,0.0,0.0,21.61,0.0,0.0,554.36,0.0,0.0,2388.06,0.0,0.0,9046.19,0.0,0.0,47.47,0.0,0.0,521.66,0.0,0.0,2388.02,0.0,0.0,8138.62,0.0,0.0,8.4195,0.0,0.0,392.0,0.0,0.0,39.06,0.0,0.0,23.419,0.0
1,2,0.0019,-0.0003,100.0,518.67,642.15,1591.82,1403.14,14.62,21.61,553.75,2388.04,9044.07,1.3,47.49,522.28,2388.07,8131.49,8.4318,0.03,392,2388,100.0,39.0,23.4236,190,0.32999999999992724,641.985,0.23334523779150923,2.119999999999891,1590.76,1.4990663761154035,2.540000000000191,1401.87,1.7960512242140463,0.0,21.61,0.0,-0.6100000000000136,554.0550000000001,0.4313351365238438,-0.01999999999998181,2388.05,0.014142135623878865,-2.1200000000008004,9045.130000000001,1.4990663761166898,0.020000000000003126,47.480000000000004,0.014142135623730649,0.6200000000000045,521.97,0.4384062043356225,0.0500000000001819,2388.045,0.035355339059455995,-7.130000000000109,8135.055,5.041671349860483,0.012300000000001532,8.425650000000001,0.008697413408594989,0.0,392.0,0.0,-0.060000000000002274,39.03,0.04242640687119446,0.0045999999999999375,23.421300000000002,0.0032526911934568185
1,3,-0.0043,0.0003,100.0,518.67,642.35,1587.99,1404.2,14.62,21.61,554.26,2388.08,9052.94,1.3,47.27,522.42,2388.03,8133.23,8.4178,0.03,390,2388,100.0,38.95,23.3442,189,0.20000000000004547,642.1066666666667,0.2676440422152594,-3.8299999999999272,1589.8366666666668,1.9186540421173066,1.0599999999999454,1402.6466666666668,1.8500090089872667,0.0,21.61,0.0,0.5099999999999909,554.1233333333333,0.32715949219508944,0.03999999999996362,2388.06,0.01999999999998181,8.8700000000008,9047.733333333334,4.632022596375676,-0.21999999999999886,47.410000000000004,0.12165525060596487,0.13999999999998636,522.12,0.4044749683230884,-0.03999999999996362,2388.0400000000004,0.026457513110686295,1.7399999999997817,8134.446666666667,3.717449842746534,-0.014000000000001123,8.423033333333334,0.007639589866828332,-2.0,391.3333333333333,1.1547005383792432,-0.04999999999999716,39.00333333333334,0.05507570547286167,-0.07939999999999969,23.3956,0.04457308604976856
1,4,0.0007,0.0,100.0,518.67,642.35,1582.79,1401.87,14.62,21.61,554.45,2388.11,9049.48,1.3,47.13,522.86,2388.08,8133.83,8.3682,0.03,392,2388,100.0,38.88,23.3739,188,0.0,642.1675,0.25011663945712914,-5.2000000000000455,1588.075,3.855908885507118,-2.3300000000001546,1402.4524999999999,1.5596447245020688,0.0,21.61,0.0,0.19000000000005457,554.205,0.31310275203732674,0.03000000000020009,2388.0725,0.029860788111952766,-3.460000000000946,9048.17,3.881554671348465,-0.14000000000000057,47.34,0.17165857586111713,0.44000000000005457,522.305,0.49595026632378325,0.04999999999972715,2388.05,0.02943920288771984,0.6000000000003638,8134.2925,3.050905603259772,-0.049599999999999866,8.409324999999999,0.02811729894566766,2.0,391.5,0.9999999999999952,-0.07000000000000028,38.972500000000004,0.07632168761236967,0.029699999999998283,23.390175,0.037976692413462396
1,5,-0.0019,-0.0002,100.0,518.67,642.37,1582.85,1406.22,14.62,21.61,554.0,2388.06,9055.15,1.3,47.28,522.19,2388.04,8133.8,8.4294,0.03,393,2388,100.0,38.9,23.4044,187,0.01999999999998181,642.208,0.23477648945326032,0.05999999999994543,1587.03,4.075677857731061,4.350000000000136,1403.206,2.1594397421554934,0.0,21.61,0.0,-0.4500000000000455,554.164,0.28623416986798034,-0.0500000000001819,2388.07,0.026457513110675557,5.670000000000073,9049.566,4.587366346826665,0.14999999999999858,47.328,0.1510629008062543,-0.6699999999999591,522.2819999999999,0.4325736931436925,-0.03999999999996362,2388.048,0.025884358211077006,-0.02999999999974534,8134.194,2.6513260833027052,0.06119999999999948,8.41334,0.025952610658660613,1.0,391.8,1.095445115010327,0.01999999999999602,38.958000000000006,0.07362064927722592,0.03049999999999997,23.39302,0.03349838802091893
1,6,-0.0043,-0.0001,100.0,518.67,642.1,1584.47,1398.37,14.62,21.61,554.67,2388.02,9049.68,1.3,47.16,521.68,2388.03,8132.85,8.4108,0.03,391,2388,100.0,38.98,23.3669,186,-0.2699999999999818,642.2639999999999,0.12837445228709887,1.6200000000001182,1585.984,3.8858306705257397,-7.850000000000136,1402.76,2.9263373011326643,0.0,21.61,0.0,0.6699999999999591,554.226,0.3626706494879326,-0.03999999999996362,2388.0620000000004,0.034928498393254154,-5.469999999999345,9050.264,4.193903909247076,-0.12000000000000455,47.266000000000005,0.141527382509538,-0.5100000000001046,522.2860000000001,0.4254174420495253,-0.009999999999763531,2388.05,0.023452078799018256,-0.9499999999998181,8133.039999999999,0.9586970324353721,-0.018599999999999284,8.4116,0.025727028588626896,-2.0,391.6,1.1401754250991352,0.0799999999999983,38.942,0.051185935568282374,-0.03749999999999787,23.382600000000004,0.03143636429360138
1,7,0.001,0.0001,100.0,518.67,642.48,1592.32,1397.77,14.62,21.61,554.34,2388.02,9059.13,1.3,47.36,522.32,2388.03,8132.32,8.3974,0.03,392,2388,100.0,39.1,23.3774,185,0.37999999999999545,642.3300000000002,0.1394632568098466,7.849999999999909,1586.084,4.0753748293867105,-0.599999999999909,1401.6860000000001,3.6483599054917457,0.0,21.61,0.0,-0.32999999999992724,554.3439999999999,0.24643457549620706,0.0,2388.058,0.03898717737939796,9.449999999998909,9053.276,4.038406864098276,0.20000000000000284,47.239999999999995,0.09407443861113939,0.6400000000001,522.294,0.4256524403782537,0.0,2388.0420000000004,0.021679483388530606,-0.5300000000006548,8133.206,0.6431407311004597,-0.013400000000000745,8.40472,0.023475774747599116,1.0,391.6,1.1401754250991352,0.12000000000000455,38.962,0.08671793355471685,0.010500000000000398,23.373359999999998,0.02163407035210933
1,8,-0.0034,0.0003,100.0,518.67,642.56,1582.96,1400.97,14.62,21.61,553.85,2388.0,9040.8,1.3,47.24,522.47,2388.03,8131.07,8.4076,0.03,391,2388,100.0,38.97,23.3106,184,0.07999999999992724,642.372,0.1742699056062101,-9.3599999999999,1585.078,4.1079520445104905,3.2000000000000455,1401.0399999999997,3.3670461832293315,0.0,21.61,0.0,-0.4900000000000091,554.2620000000001,0.3340209574263221,-0.01999999999998181,2388.042,0.043817804600784674,-18.329999999999927,9050.848000000002,6.915502150965002,-0.11999999999999744,47.234,0.09262828941528127,0.14999999999997726,522.3040000000001,0.42991859694593654,0.0,2388.042,0.021679483388530606,-1.25,8132.773999999999,1.1492736836807915,0.010200000000001097,8.40268,0.022476921497394,-1.0,391.8,0.8366600265340667,-0.13000000000000256,38.966,0.08648699324176021,-0.06680000000000064,23.36664,0.03440513043137711
1,9,0.0008,0.0001,100.0,518.67,642.12,1590.98,1394.8,14.62,21.61,553.69,2388.05,9046.46,1.3,47.29,521.79,2388.05,8125.69,8.3728,0.03,392,2388,100.0,39.05,23.4066,183,-0.4399999999999409,642.326,0.2085185843036552,8.019999999999982,1586.716,4.573962177368669,-6.170000000000073,1399.626,4.2895139584804465,0.0,21.61,0.0,-0.15999999999996817,554.11,0.39452503089156354,0.0500000000001819,2388.0299999999997,0.024494897428649572,5.6599999999998545,9050.244,7.191239809657589,0.04999999999999716,47.266,0.07334848328357221,-0.6800000000000637,522.09,0.3411011580162096,0.01999999999998181,2388.036,0.008944271909670084,-5.380000000000109,8131.146000000001,3.2054375676344873,-0.03480000000000061,8.4036,0.020739816778361557,1.0,391.8,0.8366600265340667,0.0799999999999983,39.0,0.07713624310271007,0.09600000000000009,23.37318,0.03893933743658289
1,10,-0.0033,0.0001,100.0,518.67,641.71,1591.24,1400.46,14.62,21.61,553.59,2388.05,9051.7,1.3,47.03,521.79,2388.06,8129.38,8.4286,0.03,393,2388,100.0,38.95,23.4694,182,-0.40999999999996817,642.1940000000001,0.34070515112045074,0.2599999999999909,1588.394,4.333783566354014,5.660000000000082,1398.474,2.4586032620164424,0.0,21.61,0.0,-0.10000000000002274,554.028,0.46023906831122813,0.0,2388.028,0.021679483389749836,5.240000000001601,9049.554,6.755115098945898,-0.259999999999998,47.215999999999994,0.1270039369468606,0.0,522.01,0.3582596823534646,0.009999999999763531,2388.04,0.014142135623535204,3.6900000000005093,8130.262,2.883881065509106,0.05579999999999963,8.40344,0.020492632822553966,1.0,391.8,0.8366600265340667,-0.09999999999999432,39.010000000000005,0.06284902544988417,0.0627999999999993,23.38618,0.05810268496377873
1,11,0.0018,-0.0003,100.0,518.67,642.28,1581.75,1400.64,14.62,21.61,554.54,2388.05,9049.61,1.3,47.15,521.4,2388.01,8140.58,8.434,0.03,392,2388,100.0,38.94,23.4787,181,0.5699999999999363,642.2299999999999,0.33778691508109676,-9.490000000000009,1587.85,5.059446610055308,0.18000000000006366,1398.928,2.6376637389929716,0.0,21.61,0.0,0.9499999999999318,554.0020000000001,0.416497298910792,0.0,2388.034,0.02302172886730075,-2.0900000000001455,9049.539999999999,6.754861212490373,0.11999999999999744,47.214,0.12817956155332297,-0.38999999999998636,521.954,0.4361536426535884,-0.04999999999972715,2388.036,0.01949358868943982,11.199999999999818,8131.808,5.501815155019402,0.005399999999999849,8.40808,0.024758271345149473,-1.0,392.0,0.7071067811865349,-0.010000000000005116,39.001999999999995,0.06978538528947253,0.009299999999999642,23.40854,0.06926772697295763
